"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @seokjinmylabsss: bangtan surpassed 1M plus followers on instagram omg omg 
#btsoninstagram https://t.co/HdETtTIjT7",FALSE,0,NA,2021-12-06 13:17:33,FALSE,NA,"1467845667875741702",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ariefwisnu1",1699,TRUE,FALSE,NA,NA
"RT @EatKookieSnce97: Jeon Jungkook just change his profile on Instagram omooo
#btsoninstagram https://t.co/H2rVbLPseq",FALSE,0,NA,2021-12-06 13:17:31,FALSE,NA,"1467845660737167366",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonicaMedellin9",79,TRUE,FALSE,NA,NA
"RT @dreamsaidhello: what the fck i just noticed that jungkook 's username doesn't have the letters j and k in it, this little genius btch L…",FALSE,0,NA,2021-12-06 13:17:30,FALSE,NA,"1467845658098946051",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_7ajii",168,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 13:17:30,FALSE,NA,"1467845657314545666",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ariefwisnu1",1144,TRUE,FALSE,NA,NA
"Trending are more on bts..army are going crazy..#btsoninstagram trending on 1",FALSE,1,NA,2021-12-06 13:17:30,FALSE,NA,"1467845654823129088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nishi_kansagara",0,FALSE,FALSE,NA,NA
"RT @savedme_fine: Vmin🐯🐥 having separation anxiety and flirting through instagram😭💕💜
#btsoninstagram https://t.co/pNSMmLQaaf",FALSE,0,NA,2021-12-06 13:17:29,FALSE,NA,"1467845651199188994",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lovelymochi0709",467,TRUE,FALSE,NA,NA
"RT @seokjinmylabsss: bangtan surpassed 1M plus followers on instagram omg omg 
#btsoninstagram https://t.co/HdETtTIjT7",FALSE,0,NA,2021-12-06 13:17:27,FALSE,NA,"1467845645604036609",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","melydavira",1699,TRUE,FALSE,NA,NA
"RT @hobigiggle: BTS opened their own Instagram accounts y'all 2022 is gonna be goooooooooooood !!!
#BTSONINSTAGRAM #BTS https://t.co/X8xfGK…",FALSE,0,NA,2021-12-06 13:17:27,FALSE,NA,"1467845643905290244",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ariefwisnu1",1403,TRUE,FALSE,NA,NA
"RT @ishyungshi: welcome to ig tannies~~📱📸
🐨🐹🐱🐿🐥🐻🐰 

ends 11:59pm 

- follow this account
- rt, like, tag friendsss
- 10 winners 🙋🏻‍♀️🙋🏻‍♀️…",FALSE,0,NA,2021-12-06 13:17:26,FALSE,NA,"1467845638545379328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jinwoniecart",216,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 13:17:26,FALSE,NA,"1467845638444531718",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kerrie1802",876,TRUE,FALSE,NA,NA
"The wait is over finally 

#btsoninstagram",FALSE,0,NA,2021-12-06 13:17:25,FALSE,NA,"1467845637765230595",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jie1324",0,FALSE,FALSE,NA,NA
"RT @iamlewakulture: BTS Lovers Gather Here, let's follow each other asap.💜💜💜

#BTS #btsoninstagram #BTSARMY #BTSJUNGKOOK #BTSPermissionToDa…",FALSE,0,NA,2021-12-06 13:17:25,FALSE,NA,"1467845635248467969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iamlewakulture",1,TRUE,FALSE,NA,NA
"RT @ishxbts: All BTS members now have an official individual Instagram accounts! Follow right now.

Hoping Instagram servers don’t crash an…",FALSE,0,NA,2021-12-06 13:17:24,FALSE,NA,"1467845632698183686",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Corpses_Catgirl",375,TRUE,FALSE,NA,NA
"Well well Bangtan said "" NOT TODAY"" 😄 🤣 😂  #btsoninstagram https://t.co/syiAJbpUOL",FALSE,0,NA,2021-12-06 13:17:24,FALSE,NA,"1467845631834488834",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HopeEnergy7",0,FALSE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 13:17:23,FALSE,NA,"1467845625953898497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Namjoonsbaeeeee",876,TRUE,FALSE,NA,NA
"#btsoninstagram they're verified automatically ❤️👌",FALSE,0,NA,2021-12-06 13:17:21,FALSE,NA,"1467845620472115200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AngelieValerio",0,FALSE,FALSE,NA,NA
"BTS Lovers Gather Here, let's follow each other asap.💜💜💜

#BTS #btsoninstagram #BTSARMY #BTSJUNGKOOK #BTSPermissionToDanceOnStageLA",FALSE,1,NA,2021-12-06 13:17:21,FALSE,NA,"1467845617078710279",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iamlewakulture",1,FALSE,FALSE,NA,NA
"RT @seokjinmylabsss: bangtan surpassed 1M plus followers on instagram omg omg 
#btsoninstagram https://t.co/HdETtTIjT7",FALSE,0,NA,2021-12-06 13:17:20,FALSE,NA,"1467845616747237377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b_vsoo",1699,TRUE,FALSE,NA,NA
"RT @Jagdish12474996: #गीतामहोत्सव_पर_गीतासार
In verse 16 of chapter 6 Gita Giver says that on the path of devotion fasting is prohibited.
B…",FALSE,0,NA,2021-12-06 13:17:19,FALSE,NA,"1467845612490035203",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sorabhs17816693",2,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 13:17:19,FALSE,NA,"1467845610581766151",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jimin_gyul",1144,TRUE,FALSE,NA,NA
"I m so overwhelmed 🥺 can't explain my happiness..I m in cloud seven.. finally bts is on insta..I had been waiting f… https://t.co/JTGtebTZj2",FALSE,0,NA,2021-12-06 13:17:18,TRUE,NA,"1467845607414894595",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_smiling7",0,FALSE,FALSE,NA,NA
"RT @hobigiggle: BTS opened their own Instagram accounts y'all 2022 is gonna be goooooooooooood !!!
#BTSONINSTAGRAM #BTS https://t.co/X8xfGK…",FALSE,0,NA,2021-12-06 13:17:18,FALSE,NA,"1467845607134056454",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mylkpsky_",1403,TRUE,FALSE,NA,NA
"Their pfp suits their personality #btsoninstagram https://t.co/AcWmmC7zcu",FALSE,0,NA,2021-12-06 13:17:18,FALSE,NA,"1467845605703962625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JinJinJaarah",0,FALSE,FALSE,NA,NA
"RT @hobigiggle: BTS opened their own Instagram accounts y'all 2022 is gonna be goooooooooooood !!!
#BTSONINSTAGRAM #BTS https://t.co/X8xfGK…",FALSE,0,NA,2021-12-06 13:17:17,FALSE,NA,"1467845603044511749",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bts_trash18",1403,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 13:17:15,FALSE,NA,"1467845595738034179",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","attiyahwolfie",876,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 13:17:15,FALSE,NA,"1467845594098110476",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonicaMedellin9",1144,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 13:17:12,FALSE,NA,"1467845580638593032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","7on_ugh",876,TRUE,FALSE,NA,NA
"RT @ishxbts: All BTS members now have an official individual Instagram accounts! Follow right now.

Hoping Instagram servers don’t crash an…",FALSE,0,NA,2021-12-06 13:17:11,FALSE,NA,"1467845578658762754",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MicmicSuga7",375,TRUE,FALSE,NA,NA
"They are All Born to Break Records!!! 

#BTS #btsoninstagram #BTSV #BTSARMY #BTSJIMIN #BTSRM #BTSJHOPE #BTSJK… https://t.co/TaT8vyLLI6",FALSE,1,NA,2021-12-06 13:17:11,TRUE,NA,"1467845576473600001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Peace_Deprived",0,FALSE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 13:17:11,FALSE,NA,"1467845576435896321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ggukiettxx_",1144,TRUE,FALSE,NA,NA
"RT @Glorious795: Bangtan has their own instagram account now!?!?aahhh..which means time to open an instagram account!!! 
2022 is gonna be a…",FALSE,0,NA,2021-12-06 13:17:07,FALSE,NA,"1467845559931523072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","btsmyhopeee",192,TRUE,FALSE,NA,NA
"me to jin on ig:
""It can't be just me, we're definitely seok-mates!""
#btsoninstagram #BTSJIN",FALSE,0,NA,2021-12-06 13:17:06,FALSE,NA,"1467845556894457858",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tayade_vidisha",0,FALSE,FALSE,NA,NA
"RT @dreamsaidhello: what the fck i just noticed that jungkook 's username doesn't have the letters j and k in it, this little genius btch L…",FALSE,0,NA,2021-12-06 13:17:06,FALSE,NA,"1467845556446048257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tyarkookie",168,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 13:17:05,FALSE,NA,"1467845551425130497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hskzones",876,TRUE,FALSE,NA,NA
"RT @hobigiggle: BTS opened their own Instagram accounts y'all 2022 is gonna be goooooooooooood !!!
#BTSONINSTAGRAM #BTS https://t.co/X8xfGK…",FALSE,0,NA,2021-12-06 13:17:04,FALSE,NA,"1467845548761825288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonicaMedellin9",1403,TRUE,FALSE,NA,NA
"The urge to check Instagram every 10 mins to see if they accidentally opened my dm 😂

#btsoninstagram",FALSE,1,NA,2021-12-06 13:17:04,FALSE,NA,"1467845547012681728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AzfarSadat",0,FALSE,FALSE,NA,NA
"Can this tweet get 100 retwwets.
#FortniteFlipped 
#follobackforfolloback 
#TraineeA 
#v
#btsoninstagram 👀👀",FALSE,0,NA,2021-12-06 13:17:04,FALSE,NA,"1467845546945630213",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GMuntashir",0,FALSE,FALSE,NA,NA
"RT @mochis_eyesmile: I can die peacefully now 😭😭😭😭😭😭😭😭😭😭😭😭😭😭

#btsoninstagram https://t.co/F6zamlFvvd",FALSE,0,NA,2021-12-06 13:17:03,FALSE,NA,"1467845544752005125",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MicmicSuga7",459,TRUE,FALSE,NA,NA
"RT @dreamsaidhello: what the fck i just noticed that jungkook 's username doesn't have the letters j and k in it, this little genius btch L…",FALSE,0,NA,2021-12-06 13:17:03,FALSE,NA,"1467845543045255168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fHemRocKs",168,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 13:17:03,FALSE,NA,"1467845542843723781",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","minaolv",1144,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 13:17:03,FALSE,NA,"1467845542331961347",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jimin_gyul",876,TRUE,FALSE,NA,NA
"I scream at my phone every time because I want to know what they are saying but then I remember Twitter army got my… https://t.co/lu6WH7C7cn",FALSE,0,NA,2021-12-06 13:17:03,TRUE,NA,"1467845542080221187",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chxrsiuu_",0,FALSE,FALSE,NA,NA
"RT @seokjinmylabsss: bangtan surpassed 1M plus followers on instagram omg omg 
#btsoninstagram https://t.co/HdETtTIjT7",FALSE,0,NA,2021-12-06 13:17:03,FALSE,NA,"1467845541535047683",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juicexstory",1699,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 13:17:02,FALSE,NA,"1467845540285235200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","minsugadotcom_",1144,TRUE,FALSE,NA,NA
"RT @mochis_eyesmile: I can die peacefully now 😭😭😭😭😭😭😭😭😭😭😭😭😭😭

#btsoninstagram https://t.co/F6zamlFvvd",FALSE,0,NA,2021-12-06 13:17:01,FALSE,NA,"1467845533670641667",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b_vsoo",459,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 13:17:00,FALSE,NA,"1467845530239713281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Taeesatan",876,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 13:16:59,FALSE,NA,"1467845527815561219",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","S24Army",876,TRUE,FALSE,NA,NA
"RT @hobigiggle: BTS opened their own Instagram accounts y'all 2022 is gonna be goooooooooooood !!!
#BTSONINSTAGRAM #BTS https://t.co/X8xfGK…",FALSE,0,NA,2021-12-06 13:16:58,FALSE,NA,"1467845524392923144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juicexstory",1403,TRUE,FALSE,NA,NA
"RT @hobigiggle: BTS opened their own Instagram accounts y'all 2022 is gonna be goooooooooooood !!!
#BTSONINSTAGRAM #BTS https://t.co/X8xfGK…",FALSE,0,NA,2021-12-06 13:16:56,FALSE,NA,"1467845515098431502",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aribetti",1403,TRUE,FALSE,NA,NA
"RT @mochis_eyesmile: I can die peacefully now 😭😭😭😭😭😭😭😭😭😭😭😭😭😭

#btsoninstagram https://t.co/F6zamlFvvd",FALSE,0,NA,2021-12-06 13:16:56,FALSE,NA,"1467845512720109580",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","choikenkou",459,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 13:16:54,FALSE,NA,"1467845504826445830",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","notjeonjk_",1144,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 13:16:53,FALSE,NA,"1467845502452572163",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AliciaGR06",1144,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 13:16:52,FALSE,NA,"1467845496198684675",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b_vsoo",876,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 13:16:51,FALSE,NA,"1467845495242600451",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juicexstory",1144,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 13:16:51,FALSE,NA,"1467845493686300673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MicmicSuga7",1144,TRUE,FALSE,NA,NA
"RT @hobigiggle: BTS opened their own Instagram accounts y'all 2022 is gonna be goooooooooooood !!!
#BTSONINSTAGRAM #BTS https://t.co/X8xfGK…",FALSE,0,NA,2021-12-06 13:16:50,FALSE,NA,"1467845491148742659",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KookiesNcreem",1403,TRUE,FALSE,NA,NA
"RT @hobigiggle: BTS opened their own Instagram accounts y'all 2022 is gonna be goooooooooooood !!!
#BTSONINSTAGRAM #BTS https://t.co/X8xfGK…",FALSE,0,NA,2021-12-06 13:16:50,FALSE,NA,"1467845489483784199",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","btsmyhopeee",1403,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 13:16:49,FALSE,NA,"1467845483766988806",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","win_odair",876,TRUE,FALSE,NA,NA
"RT @savedme_fine: Vmin🐯🐥 having separation anxiety and flirting through instagram😭💕💜
#btsoninstagram https://t.co/pNSMmLQaaf",FALSE,0,NA,2021-12-06 13:16:48,FALSE,NA,"1467845481325727746",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MicmicSuga7",467,TRUE,FALSE,NA,NA
"Latest update...

#btsoninstagram  #TAEHYUNG #JIMIN  #YOONGI #JIN https://t.co/C7JrNHIHp6",FALSE,0,NA,2021-12-06 13:16:48,FALSE,NA,"1467845479287308291",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shairatess",0,FALSE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 13:16:46,FALSE,NA,"1467845473369464832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ARMYjjkooky",1144,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 13:16:46,FALSE,NA,"1467845471242575874",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marveltaee",876,TRUE,FALSE,NA,NA
"RT @jaycapri0o: Taehyung Followers is already 9M.😭🤧🤗
#btsoninstagram",FALSE,0,NA,2021-12-06 13:16:46,FALSE,NA,"1467845470407958528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ann_engene",3,TRUE,FALSE,NA,NA
"#btsoninstagram yaar I still can't believe this is true https://t.co/rfHkGKwe8b",FALSE,0,NA,2021-12-06 13:16:45,FALSE,NA,"1467845469808181249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bawa_698",0,FALSE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 13:16:45,FALSE,NA,"1467845467589742593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b_heemi",1144,TRUE,FALSE,NA,NA
"RT @NiniMochi94: can we just admire hobi's username. not only does it say ""you are my hope,"" it has ARMY in the middle of u and hope 

HOSE…",FALSE,0,NA,2021-12-06 13:16:44,FALSE,NA,"1467845463990620166",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KookiesNcreem",876,TRUE,FALSE,NA,NA
"RT @baelattan: jungkook has officially done the most “gen-z raised by millennials” thing ever #btsoninstagram https://t.co/P7WC5gVPxG",FALSE,0,NA,2021-12-06 13:16:43,FALSE,NA,"1467845459473420294",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b_vsoo",1144,TRUE,FALSE,NA,NA
"RT @seokjinmylabsss: bangtan surpassed 1M plus followers on instagram omg omg 
#btsoninstagram https://t.co/HdETtTIjT7",FALSE,0,NA,2021-12-06 13:16:43,FALSE,NA,"1467845457967726596",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AlvaroAlmeidaB1",1699,TRUE,FALSE,NA,NA
"RT @hobigiggle: BTS opened their own Instagram accounts y'all 2022 is gonna be goooooooooooood !!!
#BTSONINSTAGRAM #BTS https://t.co/X8xfGK…",FALSE,0,NA,2021-12-06 13:16:42,FALSE,NA,"1467845457082667009",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NajhanAin",1403,TRUE,FALSE,NA,NA
"RT @hobigiggle: BTS opened their own Instagram accounts y'all 2022 is gonna be goooooooooooood !!!
#BTSONINSTAGRAM #BTS https://t.co/X8xfGK…",FALSE,0,NA,2021-12-06 13:16:42,FALSE,NA,"1467845455593701378",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ValentinaARMY45",1403,TRUE,FALSE,NA,NA
"RT @m_turuaphrodite: From now on Yoongi be like-
3 selcas in 3 sns- Twitter, weverse and Instagram🤣💜💜

Also ARMYs too-
#btsoninstagram #YOO…",FALSE,0,NA,2021-12-06 13:16:42,FALSE,NA,"1467845455467982857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kaylaerica_",98,TRUE,FALSE,NA,NA
"RT @seokjinmylabsss: bangtan surpassed 1M plus followers on instagram omg omg 
#btsoninstagram https://t.co/HdETtTIjT7",FALSE,0,NA,2021-12-06 13:16:41,FALSE,NA,"1467845452183871497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","loeysplace",1699,TRUE,FALSE,NA,NA
"RT @_heymitchie: REST WHO/WHAT/WHEN??? IG Accounts!! May IG 😂 #btsoninstagram https://t.co/sLPlnTffT2",FALSE,0,NA,2021-12-06 13:16:40,FALSE,NA,"1467845446294982662",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","win_odair",311,TRUE,FALSE,NA,NA
"RT @diyasaravarghes: 🐨 finding yoongi
RM taking photo of a cat because it reminded him of Yoongi
 Namgi the cutest 😭 #btsoninstagram https:…",FALSE,0,NA,2021-12-06 13:16:40,FALSE,NA,"1467845445590282240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","diyasaravarghes",1,TRUE,FALSE,NA,NA
"BTS INSTA POSTS 😍💜#BTS #btsoninstagram @BTS_twt https://t.co/1BRc3u0JvY",FALSE,1,NA,2021-12-06 13:16:39,FALSE,NA,"1467845440985092103",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Maheenjawad1",0,FALSE,FALSE,NA,NA
"RT @bttmyg: 10-11.7M followers and have ""account managed by @/bighit_ent"" only to put fanstagram underneath? who are you kidding??? anyways…",FALSE,0,NA,2021-12-06 13:16:38,FALSE,NA,"1467845438770323457",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","YELL0WMINT",1,TRUE,FALSE,NA,NA
"RT @hobigiggle: BTS opened their own Instagram accounts y'all 2022 is gonna be goooooooooooood !!!
#BTSONINSTAGRAM #BTS https://t.co/X8xfGK…",FALSE,0,NA,2021-12-06 13:16:36,FALSE,NA,"1467845432269287424",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AlvaroAlmeidaB1",1403,TRUE,FALSE,NA,NA
"RT @hobigiggle: BTS opened their own Instagram accounts y'all 2022 is gonna be goooooooooooood !!!
#BTSONINSTAGRAM #BTS https://t.co/X8xfGK…",FALSE,0,NA,2021-12-06 13:16:36,FALSE,NA,"1467845428364283905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Corpses_Catgirl",1403,TRUE,FALSE,NA,NA
"RT @dreamsaidhello: what the fck i just noticed that jungkook 's username doesn't have the letters j and k in it, this little genius btch L…",FALSE,0,NA,2021-12-06 13:16:35,FALSE,NA,"1467845424761376768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bangwoolatiny",168,TRUE,FALSE,NA,NA
"Its over for everyone. #btsoninstagram",FALSE,0,NA,2021-12-06 13:16:34,FALSE,NA,"1467845423926693888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KookiesNcreem",0,FALSE,FALSE,NA,NA
